content,sentiment
kualitasnya bagus cuman mohon untuk premium nya dimurahin dikit boleh😅🙏,1
"Aplikasi yg sangat bagus dan menyenangkan,buat samtai",1
saya uninstal aja .banyak iklan org ngoceh terus..kurang rekomended buat saya yg suka dengar music,0
kurang banyak iklan ny tambahin,0
sangat puas dan cocok untuk dengar hiburan,1
ga baik smph awal bagus bagus aja kemudian batiba erorr ga baik intinya gausah di download mending yg lain,0
"bintang 5 buat apk ini, lagu teratas yg dibuatin bener bener pas susunan nya pokoknya the best",1
"koplok aplikasi teh anjing,iklan teu dedeleu karek ge 3 lagu iklan 3 menit anjing,cing mikir koplok nenden iklan teh,nyien aplikasi teh meh mangpaat ka batur lain ngarab duit anjing",0
dikit dikit harus premium sekarang,0
sekarang makin banyak iklannya ga kaya dulu ribet bgt jgn donwload di suruh premium mulu,0
lengkap bangat lagunya,1
banyak lagu kesukaan ku,1
no Sugoi,0
sukak banget jadi bisa dengengerin musik,1
"tolong iklannya di kondisikan yaa, masa baru 2/3 lagu udah iklan lagi? mana iklannya 30 detik an. aku bukan ga mampu premium, tp menurut ku kl premium cmn untuk denger musik mending pindah ke aplikasi lain",0
haha gara gara apl ini saya sadar diri haha tenang aja apl nya bagus ko walau pun ada banyak iklan tapi menurut saya mending kurangin iklan nya,1
iklannya kurangin,1
BANYAK BANGET IKLANNYA^^ DARI 2 IKLAN JADI 5 IKLAN HAHA^^ KEBELET HAJI KAH SPOTIFY 😭💔 SEBANYAK APAPUN IKLAN KAMI GA AKAN BERLANGGANAN CMIIW🤙☺,1
"banyak lagu yang ad liriknya, walaupun ad sih yang tidk ada",1
iklan nya ga ngotak,0
mantaap,1
aplikasi kikir paytowin kudu premium dulu tapi lagunya mesti update terus bagus sih tapi mines nya kikir,1
bagus,1
lagu nya enak dan lagu favorit best friend sama Laura palmer's theme -instrumental dari anggelo badalamenti coba dah dengar kaya ke inget kesalahan yang lu alamin ngena banget lagu nya,1
nice,1
NICE,1
"aplikasinya bagus, lagu lagunya juga bagus, enak di dengar kalau lagi menulis, atau saat tidur 👍👍😼",1
b aja,1
lagunya merdu sekali asik nengerin nya walaupun yg kita nak lagu kesukaan kita gak tau😋😋,1
Spotify adalah musik yg menyenangkan,1
iklan Mulu baru putar dikit iklan mana gabisa di percepat/perlambat harus bgt premium,0
kau pikir dengan spam iklan dan limit song agar aku membeli premium gitu? hah tidak mungkin,0
11 12 sama yt musik woyy tolong di update lagi,0
super sekali,0
"bagus sihh tapi pas GK pake prem, suka iklan kali bisa tolong ilangin iklan nya🗿👍",1
Spotify bagus loh,1
kikir bet iklan nyah nambah sampai3,0
ada lagu yg saya sukai 😊🎉🥳🥳🥳🥳🥳,1
Baguss,1
paling favorit,1
bagus soalnya setiap lagu pasti panjang bagus 👍,1
good,1
iklan nya di kurangin plis,1
"maaf, ini apknya sebenarnya kenapa ya? pas saya mau mundurin lagu nya kok gak bisa? atau gimana nih? soalnya waktu itu saya mundurin lagunya bisa tapi sekarang enggak, mau maju, mundur tetep aja gk bisa terus iklannya 1 lagu 3 lapis iklan lagi hadeuhh😵",0
manteeeppppp,1
direkomendasikan untuk tidak mendownload aplikasi ini karena tidak bisa mendengarkan lagu dengan benar atau tidak bisa di dengar kan langsung oleh kalian jadi ini aplikasi pun tidak cocok untuk mendapat kan nilai dari siapapun karena ini cocok untuk bintang 0 sportify makin rakus ini disebutkan bahwa sportify adalah orang musyrik atau ateis ohh iya kan sportify orang terkikir cuyy lupa ya teman teman jangan download ya ini hp saya saja yg baru masih aja tolol,0
aplikasi nih bagus buat di rumah sambil rebahan dan aku rumah sendiri,1
suka banget kalo lagi galau suka nge lagu di sini tapi masalah nya banyak iklan tapi aku tetep suka 💐🩷,1
"semua lagunya pada seru, tinggal tulis lirik ketemu langsung lagu nya",1
bagus banget,1
koret bin medit,1
mantap gokil,1
lagu nya mantap,1
egila iklan bejibun,0
"banyak iklannya, mana iklannya langsung 4 hadeh, tiap abis 1 lagu pasti langsung iklan hdh",0
App nya bagus fitur banyak tapi kesel nya tiap kali gua jempol bawah terus pilih Terlalu sering lihat iklan malah muncul mulu iklan nya spotify kntl memk ajg pntek,0
suara nya banyak yang saya suka tapi pas saya mau cari gak ada lagu yang aku suka tiba tiba ilang tolong perbaiki,1
seru banget buat nyanyi,1
OK,1
bagus,1
"udah maksa premium,kesempatan gratisnya dikit,iklannya kebanyakan,udah gitu error gk bisa masuk!!",0
bagus bgt🫶🫶🫶,1
cocok untuk didengar,1
keren,1
aplikasi yg sangat membantu. membantu sadddd,1
guud,1
"pokoknya love banget buat Spotify tapi plis buat yg 1 tahun premium nya , aku gak bisa jauh dari laguu . Tolo yaa bisa yaa pihak Spotify",1
aplikasi terbaik dunia sangat membantu Terimakasih Aplikasi Alhamdulillah🙏💕,1
"banyak iklan, muak juga lama lama uda iklan banyak bisa sampe 4/8 uda gitu durasi lama, hadeh",0
aku suka karena banyak music dan lagu yg menarik meskipun ada iklannya 😒😒😒,1
"keren, aplikasi mendengarkan iklan dapat bonus beberapa lagu, kalian harus coba guys.",0
kebanyakan iklan sama gak semua lagu muncul arti liriknya,1
"bagus cuma ni app kalo gak beli premium....., ya begitulah",1
hyhunujlhn,1
BANYAK BANGET IKLAN NYA ANJ1NGG KURANG KURANGI PLS!!! BARU MAU PLAY UDH ADA IKLAN?? BIKIN BADMOOD BET KONT0L,0
bagus,1
terlalu banyak iklan,1
GAUSA MARUK SAMA IKLAN.,0
"kenapa ssat saya ingin melihat lirik dari musik yg saya dengarkan tiba"" GK ad dia muncul terus langsung hilang cepat nian, dan saat saya dengar lagu diluar aplikasi kadang kepental lagunya langsung berhenti jadi harus dihidupkan ulang dari aplikasi sama saat saya mw dengar musik sambil baca Webtoon.Apakah ini karena hp atau emng bermasalah?, cape loh ulang"" kembali ke aplikasi cmn untuk hidupkan musikkk.Plisss bales dong atau mending pke apk musik yg lain aja?",0
aplikasi pencurah isi hati,1
ribet,0
bagus well,1
karena saat mau ganti email ada kata coba lagi,0
apk nya udh bagus cuman kurangin iklan ny dan untuk harga spotify premium ny di turunin,1
bgs bgt anjir😫🫰🏻🤍,1
sangat bagus meskipun agak ngelag,1
tolong di perbaiki lagi dong kalo lagi masuk/login kok sekarang ngefreeze sendiri terus kalo mau masuk harus login ulang atau instal ulang lagu,1
"Aplikasi nya sangat sangat bagus, hanya saja iklannya terlalu banyak menurut saya. Tapi sisanya bagus bagus saja",1
sekarang sporty jelek kadang keluar sendiri,0
Applikasi yang memuaskan 😋,1
banyak iklan nya lu anying mending gw download manual,0
Salam NKRI,1
baguss,1
cari lagu bsk garet langka,0
jelek,0
sangat baik,1
goooood,1
lagu²nya lengkap,1
sangatt bermanfaat buat aku yang suka gabut jadi dengerin lagu favorit ku di spotify >__<,1
sangatt bagusss tapi sering ada iklan,1
aku suka banget sama spotify bisa main game sambildengar musik tapi kalok main game biasanya spotify berhenti lagunya atau crash dari aplikasinya,1
"bagus untuk teman kerja lagu nya bagus bagus,",1
kurang suka iklan ny,1
lagu nya bagus bagus,1
kebanyakan iklan,0
"iklan nya kebanyakan. juga spotify aku tiba2 ngecrash, ngefrezze, udah 5x kejadian, dan aku donlod ulang mulu, eror juga, iklan juga durasi nya lm bgt. udh itu aja.",1
bagussss bngt,1
keren,1
mantap,1
banyak lagunya,1
baguss sukak bangett,1
bagus,1
kerenn bngttt,1
masuk aja selama itu puqimak,0
lagu. nya enak di denger,1
"Spotify, kenapa saya baru saja mengupdate semua nya kok jadi lama log in nya, udah hampir 5 menit buka Spotify tapi gak muncul log in",0
Nice apps,1
Aplikasinya oke banget. Tapi yang jadi masalah iklan bejibun dan buat putar semua playlist kita harus prem 😔,1
ini nih yang gw cari,1
"bagus,bisa cari musik yang kita mau",1
bagus😍,1
terlalu banyak iklan,1
keren,1
"kenapa sih sekarang suka nge freeze pas bukanya sering loh udah, cape hapus download terus",0
bagus bgtt,1
josjisssss suarane,1
iklannya kaya maksa banget jadi agak ngebosenin,0
mantap,1
aku suka,1
keren dan makin keren,1
bagus,1
bagus lagu nya lengkap semua,1
apk ajg. baru make udh di suruh premium. jngn terlalu maksalah gw baru aja download lwk bet. kirain gratis hdh,0
"terlalu banyak iklan, tolong lah iklan nya di kurangin, masa saya ketika ingin menganti lagu lain langsung iklan lagi dan lagi setiap saya ganti lagu. mohon di perbaiki mengenai iklan yang terlalu banyak menurut saya. ini sangat mengganggu😭",1
lagu nya enak² aku suka banget sama aplikasi ini😊😊,1
enak di dengar nya,1
entah kenapa saya rasa loading masuk ke aplikasinya itu lama bngt,0
suka banget lov u Spotify selalu menemani hari-hari ratu,1
"bagus, dan selalu jadi nomor satu",1
kenapa Spotify sudah tidak bisa d gunakan lagi?,0
bgs njirs,1
bagus,1
bagus bagus semua ada lagu ya aku butuh,1
"gua pake kuota buat muter musik, kuota gua cuma pake puter iklan taiiii aplikasi taiii",0
"bagus, tapi sering lamaa masuknya. banyak iklan :)",1
min buat fitur download dong min plizzzz,1
"aplikasi yahudi kikir jahannam, kebanyakan iklan kayak michat, apple music better",0
"kenapa ya kok sering error gak bisa dibuka?, udah diperbarui 2 kali cuma bisa sekali buka terus error lagi, kemarin udah kucopot kupasang lagi cuma kepake satu kali, terus pagi ini rusak lagi tu gimana?",0
keren,1
"bagus bet jir, Spotify is the best, banyak lagu favorit ku ada di sini termasuk lagu pria solo.",1
😊😊😊😊😊😊,1
jelek bgt🤮banyak iklannya dan suka keluar playlist padahal lagi asiknya denger lagu lalu harus prem kalo mau bgus,0
good,1
the best,1
"apacoba 1 lagu satu iklan, iya saya tau itu sumber penghasilan, tapi jangan keterlaluan lah minim 3 lagu 1 iklan kek, mana iklannya lama lagi",0
mantap,1
aku suka sekali dengarkan lagu di Spotify,1
bagus,0
Suka bgt karna aku bisa dengerin semua lagi kpop ku 🥰🥰🥰🥰,1
lagu disini banyak sekali,1
tolong kurangin dong iklannya anjir banyak bet dh sekarang iklan trus jga ga bbrp lagu udh ada iklan sehari bisa 5 iklan loh yh,0
asik banget kalo lagi santai biasanya muter lagu disini👍,1
Banyak iklan 3 kali iklan maaf saya uninstal,0
bagus tapi iklan,1
nice nice nice,1
"mnjdi teman diperjalanan, seru",1
"apk terkontol yg pernah ada,1 lagu 10000 iklan kontl monyet",0
👍👍,1
bagus,1
"kalo bisa semua iklan dihilangkan, cuma fitur nya aja yang dibatasin untuk fitur gratis 😂",0
sangat seru untuk melakukan kegiatan seperti beberes rumah dan menambah mood,1
ada iklan nya sedikit,1
setelah di update kenapa aplikasi tidak bisa di buka ???,0
lagu sangat cantik untuk nyanyi dan ada lagu favorit ak thanks ya play store berkat play store bisa nyanyi dan buat game juga bisa kalau ga ada play store mungkin ga bisa download apa yg kita mau💥,1
spotify enak baget pas kalo galu 🤣😁😁,1
bagus,1
no mu,1
tiap menit iklan tiap menit iklan gw juga butuh waktu buat denger musik woi capek gw baru denger satu lagu udah iklan ae makin sini makin update makin banyak iklan njig,1
No Comment sih. pokoknya mantappppp,1
lagu nya bagus²,1
"kikir banget dah, makin lama makin kebanyakan iklan",0
ads,0
"Semuanya aja di jadiin Premium, urutin lagu aja harus prem",1
aplikasi gak jelas.,0
PELITTTTT,0
bgs dan enak² lagu nya,1
apk ini sangat kerenn,1
"makin gajelas baru putar 1 lagu iklan nya 4 abis itu iklan lagi aneh, iklan aja semua ga usah ada lagu, nyoba premiun masih ada iklan fungsi premium Paan dah gajelas banget anj",0
"Setelah update chat Spotify jadi error terus, muncul ""Failed to send, try again"" padahal ini sebelumnya normal normal aja.",0
rasanya tanpa Spotify nggk bisa,1
semua lagu ada minus nyaa pada iklan saja sii,1
temen sejati aku,1
"kpd direct/foundr Spotify, drpd bnyk'in iklan knp ga cari cara lain aja sih? dulu bknnya ada prem yg sehari/seminggu itu ya, kyny bkl bnyak peminat deh kl di adain lagi, income ke klian jg gede (*mungkin) wlpn dri prem kecil'an kan pengguna apkny jg bnyk(?). ditunggu kbr baiknya",0
kikir bet sumpah dengerin lagu du kasih iklan 5 biji kureng banyak trus sekarang mau masukin lagu ke antrian premium dulu halah kikir,0
apkk yang sangat' jelek pro zioniss!,0
iklan,0
ga ada gambar,0
"tolongg... Terlalu banyak iklan, pas lagi nyetel musik sedih tiba-tiba iklan mana iklannya 1.30menit?! itu sudah CUKUP MEMBUANG WAKTU saya. jadi tolong jangan terlalu mengambil keuntungan, jika iklan di kurangkan akan saya beri bintang 1 keatas.",0
ga seru lgi,0
apk terbaik mantapp🤙,1
sangat² bagus,1
kebanyakan iklan asu,0
mantap,1
so good the bestt,1
aplikasi nya bagus banget gratis lagi semua lagu ada full deh pokoknya,1
aplikasi banyak iklan nya anjg hapus tuh iklan mnyt,0
terlalu boros memakai memori,0
seru banget lagu nya bisa buat main ff biar ngesad and buat tidur juga enak rileks broo,1
mantep banget pastidur btw premium geratiss,1
"lagu nya enak"" ⁹/¹⁰",1
"iklan lu kebanyakan kikir, tuan krab aja ga sekikir ni apk",0
sangat membantu mencari musik yang kita ingin cari,1
seru,1
sangat bagus untuk didengar,1
bagus,1
suka aja,1
👎,0
wenak pol,1
cocok untuk ngegalauu🙏🏻🗿,1
sangatt bagus untuk mendengarkan lagu dan sudah dilengkapi dengan spotfy yang premium dan tanpa iklan pokoknya enak bangettttt dahh dijamin ketagihan dehh...🥳,1
KEBANYAKAN IKLANNYA BGST,0
lumayan bagus,1
sangat bagus,1
"saya awalnya sebelum 2026 suka.. Iklannya gak terlalu banyak, jadi bisa menikmati lagu sepuasnya saat main game, menggambar, dll, TAPI INI IKLANNYA MALAH MAKIN BANYAK, itu iklan nongolnya udh ratusan kali, haus duit lu aplikasi ijo, udahmah ngebatasin kebebasan user gratis, ngajak gelut, KIKIR. at this point its not Spotify, its Adtify, darah tinggi gw liat Rony Parulian sama Yura Yunita yapping pls 🙏 💔",0
iklan bangsat,0
bagus,1
bagus,1
Wenak lek,1
"fitur nya bagus ,better dari aplikasi sebelah,tapi tolong bagi pengguna free tolong iklan nya mohon jangan banyak banyak,dan premium nya jangan mahal mahal dong",1
iklannya banyak masa sampe numpuk 4 iklan,0
bagus tapi suka ada iklan🇩🇪,1
bagus cuman iklan nya aja kebanyakan,1
"saya puas dengan semuanya, cuman iklan nya saja yang dikurangi... saya dari kemarin sudah mendapatkan 2 sampai 3 iklan dengan waktu 20-30 detik setiap lagunya, dan iklan nya terkadang setiap lagunya terganti.... jadi tolong kurangi ya... ini admin nya kebelet haji atau gmn nih?",1
dasar aplikasi kikir nya GK main² jirrr🗿👎,1
ada bayak alagu kesu kaan ku,1
Spotifyy kikirrr masa 1 lagu iklan nya 4,0
"anj kikir bgt bbi. bru main 1 lagu, iklan 3... bangke",0
keren sih tapi banyak iklan nyaa dan gaa bisa di download semoga cepat di renovasi kan,1
bagus,1
"kenapa sih. kadang kalau mau dengerin lagu, kayak hilang gitu semua lagu yang udah tersimpan. jadinya harus uninstall lagi, trus gitu terus kalau lagunya hilang semua... tolong perbaiki ya...",1
puas dengan aplikasi iniii,1
ini saya udah premium tapi tetep gak bebas atau shuffle lagu ya + gak bisa login.... percuma dong pasang premium... gak bisa login nanti kepotong Mulu dong saldo saya tiap bulan kalau gini wahh parah sih,0
enak banget buat main ff jadi lebih enak,1
bagus,1
ini sangat berguna,1
hapus yg premiumnya dong,1
"sebenarnya bagus, tapi mungkin bisa mengurangi iklan nya? terlalu banyak iklan,ini jelas sangat mengganggu kenyamanan saat mendengarkan musik,baru dengerin 2 lagu,dan langsung diberi 4 iklan,yg masing masing iklan hampir 1 mnt,tolong diperbaiki 🙏🏻",1
plis jngn bnyk iklannya anjr,0
best 🤍,1
👍,1
aplikasi yang bagus 🥰🥰🥰,1
baguss banget,1
bagus sy suka semua kita cari lagu di sini semuanya ada,1
ayo semangat teman,1
"ini apk suka bgt kasi iklan. iklannya ga nyambung semua lgi. masa di sad mix, ada lagu cinta. kan aneh terus tiba² ga bisa pilih lagu padahal baru 5x.klo mau skip juga cuman bisa 6x. aneh banget. terus ada grup namanya katseye, mereka itu bukan kpop.TAPI DI TULISNYA KPOP. INI SPOTIFY TAU GA SI BEDANYA KPOP & GLOBAL GIRL GROUP. klo kpop itu beda lagi. sebenarnya saya mau kasi bintang 0. tapi ga bisa.terus iklannya ada yg ga nyambung banget. pokoknya gajelas banget ini spotify.iklan² ga nyambung",0
GG ini apk💎🔍👍,1
iklan lama,1
aplikasinya nyaman dan praktis trus banyak lagu lagu yang beragam cuman banyak iklannya,1
Bagus,1
semua lagu nya bagus,1
lagu yang saya cari disini ada dan lengkap,1
baguss,1
Aplikasi dengarin music terbaik dan terupdate bgtt💞😍❤️❤️❤️❤️❤️Apalagi yg premium💯👍👍👍👍👍👍👍👍👍👍👍👍👍,1
harus premium apk kikir,0
suka bgt sm spotify,1
bagus banget aplikasi nya,1
banyak iklan,0
kereen,1
bagus kalo lagi galau lagi mood baik,1
mantap,1
"ini sistem spotify ny yg tolol apa HP gw ya? kok tiap keluar dari spotify ada tulisan ""spotify mencoba memutar musik"" jadi tuh g bisa d skip dari atas. hari bener2 dari spotify ny. ini udh lama kaya gini sumpah. bug apa emg HP poco gw yg kaya telek ya???",0
suaranya bagus banget buat main game dan belajar,1
Stracchi😍🤩.,1
Saya pernah jadi karyawati pabri dari tahun 91 s/d 97. jadi marceting dari tahun 2000 s/d 2023 .,1
i loveee ittt,1
mantap ⭐⭐⭐⭐⭐👍👍👍👍👍,1
kikir banget loh ya🫪😹,0
muak banget jir iklannya roni parulian ama yura mulu😒😒,1
baik dan enak dengarinnya lain kali setiap hari jangan 1 hari,1
"lagu ya suka ganti,misal kan aku pencet lagu nabi palsu malah ke lagu BSK garet",0
Mulai rusak nih?,0
pemaksaan kalo mau milih lagu harus premium,0
makin hari makin kikir,1
katanya gratis tapi mau skip lagu aja ada batasnya kocak emng,0
mnkliomi,1
spotify makasih ya aku saku kmu lo,1
bagus sih tapi iklannya agak banyak,1
bagus banget tapi minus nya ad iklan kalo bisa sih jangan ada iklan,1
bagus banget,1
Terimakasih sudah berbagi,1
banyak bet iklan nya,0
kebanyakan nawarin premium sma iklannya banyak.,1
sangat terasa wenak,1
"2 lagu 4 iklan, damn. mau naik haji lo?",0
keren,0
"aplikasi kikir anj, lu serakah amat ngentod bagusan w boikot aj ini aplikasi drpd digunain",0
"sukakkk bangett sama spotifyyy, gampang banget nyari judul lagunya😍",1
"gue sih suka dengerin lagu di sini tapi kebanyakan iklannya , iklannya si Rony Parulian lah,si Yura Yunita lah, plus biasany iklan ya bilang gini, udh jam sgini kok masih lembur” padahal gue ngangur 😹😹,lagi kejebak macet ya ? brisik gue aja di kamar 😹😹.",0
tiba tiba saldo habis ternyata langsung masuk ke Spotify tanpa verifikasi,1
dasar kau spotify,0
"bagus untuk dengar musik tapi iklan ny banyak skli, biar 10 iklan nd bakal sy ksi premium spotify ku",1
"banyak iklan, aku gaada yang beli premium",0
bagus,1
banyak iklan,0
semoga harga dolar turun jadi tidak terlalu mahal untuk lanjut berlangganan,1
aku jdi bus latian vocal dan tidak bales lgi dan aku bisa meningkatkan rasa untuk menjadi penyanyi sangat tinggi,1
👍 mantap..,1
aplikasi perusak genset,0
"maksa banget pls iklannya truss gamasuk akal juga iklannya, maksudnya gaada konteks jelas cuma maksa ngepremium",0
menarik,1
kadang kaya ngeleg bukan karena wifi atau Kouta karena dari soni nya apdet terus malah gak bisa di buka 😌😌 tolong benerin deh hadeh,0
